event_id,city,event_date,week_number,month,is_monsoon_season,rainfall_mm_24h,temperature_celsius,heat_index_celsius,aqi_value,curfew_imposed,curfew_hours,flood_detected,trigger_rain,trigger_heat,trigger_aqi,trigger_flood,trigger_curfew,any_trigger_fired,disrupted_hours,n_affected_zones,affected_zone_ids
E000180,Delhi,2024-06-10,24,6,True,47.1,31.5,37.0,251.2,True,13,False,False,False,False,False,True,True,13,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000181,Delhi,2024-06-17,25,6,True,30.2,29.6,35.1,135.9,False,0,False,False,False,False,False,False,False,0,0,
E000182,Delhi,2024-06-24,26,6,True,0.0,36.2,40.8,244.3,False,0,False,False,False,False,False,False,False,0,0,
E000183,Delhi,2024-07-01,27,7,True,0.0,37.6,44.6,131.6,False,0,False,False,False,False,False,False,False,0,0,
E000184,Delhi,2024-07-08,28,7,True,23.6,30.6,37.9,183.7,False,0,False,False,False,False,False,False,False,0,0,
E000185,Delhi,2024-07-15,29,7,True,29.8,33.0,38.4,320.3,False,0,False,False,False,False,False,False,False,0,0,
E000186,Delhi,2024-07-22,30,7,True,33.8,34.9,43.4,244.2,False,0,False,False,False,False,False,False,False,0,0,
E000187,Delhi,2024-07-29,31,7,True,71.0,31.9,35.9,231.9,False,0,True,True,False,False,True,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000188,Delhi,2024-08-05,32,8,True,38.1,33.0,39.7,155.6,False,0,False,False,False,False,False,False,False,0,0,
E000189,Delhi,2024-08-12,33,8,True,0.0,30.0,38.4,134.7,False,0,False,False,False,False,False,False,False,0,0,
E000190,Delhi,2024-08-19,34,8,True,67.0,35.2,42.7,309.5,False,0,False,True,False,False,False,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000191,Delhi,2024-08-26,35,8,True,48.2,35.7,38.1,213.0,False,0,False,False,False,False,False,False,False,0,0,
E000192,Delhi,2024-09-02,36,9,True,0.0,29.1,33.6,121.4,False,0,False,False,False,False,False,False,False,0,0,
E000193,Delhi,2024-09-09,37,9,True,0.0,28.7,38.2,127.6,False,0,False,False,False,False,False,False,False,0,0,
E000194,Delhi,2024-09-16,38,9,True,73.2,29.1,32.5,153.4,False,0,True,True,False,False,True,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000195,Delhi,2024-09-23,39,9,True,26.2,32.0,41.8,165.6,False,0,False,False,False,False,False,False,False,0,0,
E000196,Delhi,2024-09-30,40,9,True,0.0,22.3,24.3,120.1,False,0,False,False,False,False,False,False,False,0,0,
E000197,Delhi,2024-10-07,41,10,True,0.0,26.1,29.1,270.9,False,0,False,False,False,False,False,False,False,0,0,
E000198,Delhi,2024-10-14,42,10,True,86.7,26.2,31.7,172.0,False,0,False,True,False,False,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000199,Delhi,2024-10-21,43,10,True,0.0,26.4,33.2,110.4,False,0,False,False,False,False,False,False,False,0,0,
E000200,Delhi,2024-10-28,44,10,True,53.4,25.8,34.4,230.6,False,0,False,False,False,False,False,False,False,0,0,
E000201,Delhi,2024-11-04,45,11,False,0.0,24.5,31.1,388.1,True,22,False,False,False,False,False,True,True,22,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000202,Delhi,2024-11-11,46,11,False,0.0,23.7,31.2,476.2,False,0,False,False,False,True,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000203,Delhi,2024-11-18,47,11,False,0.0,23.5,29.4,479.4,False,0,False,False,False,True,False,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000204,Delhi,2024-11-25,48,11,False,0.0,21.7,31.2,497.9,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000205,Delhi,2024-12-02,49,12,False,0.0,22.2,31.1,575.5,False,0,False,False,False,True,False,False,True,4,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000206,Delhi,2024-12-09,50,12,False,0.0,28.7,32.5,534.8,True,10,False,False,False,True,False,True,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000207,Delhi,2024-12-16,51,12,False,0.0,20.2,29.4,494.5,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000208,Delhi,2024-12-23,52,12,False,0.0,21.6,29.4,438.0,False,0,False,False,False,True,False,False,True,4,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000209,Delhi,2024-12-30,53,12,False,22.0,26.1,34.4,550.6,True,22,False,False,False,True,False,True,True,22,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000210,Delhi,2025-01-06,54,1,False,0.0,22.7,28.6,563.1,False,0,False,False,False,True,False,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000211,Delhi,2025-01-13,55,1,False,30.5,22.1,25.3,528.0,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000212,Delhi,2025-01-20,56,1,False,0.0,20.7,23.0,521.4,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000213,Delhi,2025-01-27,57,1,False,0.0,24.8,28.0,396.3,False,0,False,False,False,False,False,False,False,0,0,
E000214,Delhi,2025-02-03,58,2,False,0.0,22.3,30.7,545.1,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000215,Delhi,2025-02-10,59,2,False,0.0,21.5,29.1,483.9,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000216,Delhi,2025-02-17,60,2,False,0.0,23.9,29.0,467.4,False,0,False,False,False,True,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000217,Delhi,2025-02-24,61,2,False,0.0,26.4,28.5,486.7,False,0,False,False,False,True,False,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000218,Delhi,2025-03-03,62,3,False,0.0,20.5,28.2,198.9,False,0,False,False,False,False,False,False,False,0,0,
E000219,Delhi,2025-03-10,63,3,False,0.0,28.1,30.5,168.4,False,0,False,False,False,False,False,False,False,0,0,
E000220,Delhi,2025-03-17,64,3,False,0.0,27.3,31.9,250.3,False,0,False,False,False,False,False,False,False,0,0,
E000221,Delhi,2025-03-24,65,3,False,0.0,22.1,29.0,309.1,False,0,False,False,False,False,False,False,False,0,0,
E000222,Delhi,2025-03-31,66,3,False,0.0,23.9,29.7,214.4,False,0,False,False,False,False,False,False,False,0,0,
E000223,Delhi,2025-04-07,67,4,False,0.0,25.5,29.4,336.7,False,0,False,False,False,False,False,False,False,0,0,
E000224,Delhi,2025-04-14,68,4,False,108.5,24.0,29.3,374.5,False,0,False,True,False,False,False,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000225,Delhi,2025-04-21,69,4,False,23.4,26.9,30.4,267.2,False,0,False,False,False,False,False,False,False,0,0,
E000226,Delhi,2025-04-28,70,4,False,0.0,28.3,37.9,355.2,False,0,False,False,False,False,False,False,False,0,0,
E000227,Delhi,2025-05-05,71,5,False,0.0,30.3,34.6,287.7,False,0,False,False,False,False,False,False,False,0,0,
E000228,Delhi,2025-05-12,72,5,False,0.0,31.2,38.4,233.4,False,0,False,False,False,False,False,False,False,0,0,
E000229,Delhi,2025-05-19,73,5,False,0.0,33.2,40.5,297.3,False,0,False,False,False,False,False,False,False,0,0,
E000230,Delhi,2025-05-26,74,5,False,0.0,33.5,39.9,378.3,False,0,False,False,False,False,False,False,False,0,0,
E000231,Delhi,2025-06-02,75,6,True,0.0,31.0,38.7,161.3,False,0,False,False,False,False,False,False,False,0,0,
E000232,Delhi,2025-06-09,76,6,True,65.3,29.2,35.7,164.0,False,0,False,True,False,False,False,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000233,Delhi,2025-06-16,77,6,True,45.6,38.0,41.2,212.8,False,0,False,False,False,False,False,False,False,0,0,
E000234,Delhi,2025-06-23,78,6,True,0.0,31.6,40.7,286.1,False,0,False,False,False,False,False,False,False,0,0,
E000235,Delhi,2025-06-30,79,6,True,0.0,35.0,43.7,122.1,False,0,False,False,False,False,False,False,False,0,0,
E000236,Delhi,2025-07-07,80,7,True,0.0,35.7,39.9,279.3,False,0,False,False,False,False,False,False,False,0,0,
E000237,Delhi,2025-07-14,81,7,True,0.0,34.4,39.3,335.8,False,0,False,False,False,False,False,False,False,0,0,
E000238,Delhi,2025-07-21,82,7,True,0.0,30.7,33.8,220.0,False,0,False,False,False,False,False,False,False,0,0,
E000239,Delhi,2025-07-28,83,7,True,0.0,37.0,41.0,162.2,False,0,False,False,False,False,False,False,False,0,0,
E000240,Delhi,2025-08-04,84,8,True,48.2,29.4,38.6,165.5,False,0,False,False,False,False,False,False,False,0,0,
E000241,Delhi,2025-08-11,85,8,True,42.1,34.2,38.9,198.1,False,0,False,False,False,False,False,False,False,0,0,
E000242,Delhi,2025-08-18,86,8,True,97.0,29.4,34.9,271.9,False,0,False,True,False,False,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000243,Delhi,2025-08-25,87,8,True,58.1,32.7,38.6,68.7,False,0,False,False,False,False,False,False,False,0,0,
E000244,Delhi,2025-09-01,88,9,True,33.9,31.3,39.1,137.1,False,0,False,False,False,False,False,False,False,0,0,
E000245,Delhi,2025-09-08,89,9,True,0.0,24.5,28.5,180.3,False,0,False,False,False,False,False,False,False,0,0,
E000246,Delhi,2025-09-15,90,9,True,127.2,32.9,35.4,341.6,False,0,True,True,False,False,True,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000247,Delhi,2025-09-22,91,9,True,0.0,30.8,37.2,125.9,False,0,False,False,False,False,False,False,False,0,0,
E000248,Delhi,2025-09-29,92,9,True,113.4,34.8,43.7,101.9,False,0,False,True,False,False,False,False,True,4,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000249,Delhi,2025-10-06,93,10,True,0.0,29.3,37.0,216.4,False,0,False,False,False,False,False,False,False,0,0,
E000250,Delhi,2025-10-13,94,10,True,95.6,27.0,35.0,141.2,False,0,True,True,False,False,True,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000251,Delhi,2025-10-20,95,10,True,0.0,28.3,35.4,221.5,False,0,False,False,False,False,False,False,False,0,0,
E000252,Delhi,2025-10-27,96,10,True,15.5,30.2,34.4,77.5,False,0,False,False,False,False,False,False,False,0,0,
E000253,Delhi,2025-11-03,97,11,False,0.0,28.0,35.3,531.4,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000254,Delhi,2025-11-10,98,11,False,0.0,29.2,37.6,594.8,False,0,False,False,False,True,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000255,Delhi,2025-11-17,99,11,False,0.0,28.9,32.5,517.0,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000256,Delhi,2025-11-24,100,11,False,0.0,28.7,37.1,435.2,False,0,False,False,False,True,False,False,True,8,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000257,Delhi,2025-12-01,101,12,False,0.0,26.2,35.0,568.8,False,0,False,False,False,True,False,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000258,Delhi,2025-12-08,102,12,False,0.0,23.7,25.8,580.6,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000259,Delhi,2025-12-15,103,12,False,0.0,26.3,36.2,508.0,False,0,False,False,False,True,False,False,True,4,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000260,Delhi,2025-12-22,104,12,False,0.0,22.5,31.3,577.6,False,0,False,False,False,True,False,False,True,4,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000261,Delhi,2025-12-29,105,12,False,0.0,21.7,31.3,305.7,False,0,False,False,False,False,False,False,False,0,0,
E000262,Delhi,2026-01-05,106,1,False,0.0,21.9,28.6,454.7,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000263,Delhi,2026-01-12,107,1,False,0.0,21.3,25.7,489.8,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000264,Delhi,2026-01-19,108,1,False,0.0,20.0,22.3,483.5,False,0,False,False,False,True,False,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000265,Delhi,2026-01-26,109,1,False,0.0,16.7,21.6,520.3,False,0,False,False,False,True,False,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000266,Delhi,2026-02-02,110,2,False,157.4,25.2,28.9,497.5,False,0,True,True,False,True,True,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000267,Delhi,2026-02-09,111,2,False,0.0,28.3,31.6,442.1,False,0,False,False,False,True,False,False,True,4,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000268,Delhi,2026-02-16,112,2,False,0.0,20.6,22.7,494.3,False,0,False,False,False,True,False,False,True,8,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000269,Delhi,2026-02-23,113,2,False,0.0,22.2,27.1,468.9,False,0,False,False,False,True,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000270,Delhi,2026-03-02,114,3,False,0.0,28.0,30.4,213.7,False,0,False,False,False,False,False,False,False,0,0,
E000271,Delhi,2026-03-09,115,3,False,0.0,26.4,34.7,228.0,False,0,False,False,False,False,False,False,False,0,0,
E000272,Delhi,2026-03-16,116,3,False,0.0,22.5,27.6,262.3,False,0,False,False,False,False,False,False,False,0,0,
E000273,Delhi,2026-03-23,117,3,False,0.0,25.5,29.4,237.3,False,0,False,False,False,False,False,False,False,0,0,
E000274,Delhi,2026-03-30,118,3,False,0.0,28.1,35.5,410.3,False,0,False,False,False,True,False,False,True,5,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000275,Delhi,2026-04-06,119,4,False,0.0,29.7,34.0,170.5,False,0,False,False,False,False,False,False,False,0,0,
E000276,Delhi,2026-04-13,120,4,False,0.0,31.7,38.6,292.9,False,0,False,False,False,False,False,False,False,0,0,
E000277,Delhi,2026-04-20,121,4,False,0.0,32.4,38.2,282.8,False,0,False,False,False,False,False,False,False,0,0,
E000278,Delhi,2026-04-27,122,4,False,139.1,30.9,39.8,262.9,False,0,True,True,False,False,True,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000279,Delhi,2026-05-04,123,5,False,0.0,30.8,40.4,258.3,False,0,False,False,False,False,False,False,False,0,0,
E000280,Delhi,2026-05-11,124,5,False,0.0,30.7,36.5,323.8,False,0,False,False,False,False,False,False,False,0,0,
E000281,Delhi,2026-05-18,125,5,False,0.0,31.8,40.3,292.8,False,0,False,False,False,False,False,False,False,0,0,
E000282,Delhi,2026-05-25,126,5,False,0.0,25.9,29.1,343.7,False,0,False,False,False,False,False,False,False,0,0,
E000283,Delhi,2026-06-01,127,6,True,80.5,38.9,43.8,261.3,False,0,True,True,False,False,True,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000284,Delhi,2026-06-08,128,6,True,0.0,32.4,34.8,154.5,False,0,False,False,False,False,False,False,False,0,0,
E000285,Delhi,2026-06-15,129,6,True,28.2,37.2,42.5,199.4,False,0,False,False,False,False,False,False,False,0,0,
E000286,Delhi,2026-06-22,130,6,True,19.1,34.4,42.4,111.6,False,0,False,False,False,False,False,False,False,0,0,
E000287,Delhi,2026-06-29,131,6,True,29.5,33.1,36.5,272.1,False,0,False,False,False,False,False,False,False,0,0,
E000288,Delhi,2026-07-06,132,7,True,119.2,36.4,40.5,156.1,False,0,True,True,False,False,True,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000289,Delhi,2026-07-13,133,7,True,0.0,30.7,34.5,222.3,False,0,False,False,False,False,False,False,False,0,0,
E000290,Delhi,2026-07-20,134,7,True,0.0,29.9,39.9,201.4,True,12,False,False,False,False,False,True,True,12,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000291,Delhi,2026-07-27,135,7,True,58.4,34.1,39.6,190.1,False,0,False,False,False,False,False,False,False,0,0,
E000292,Delhi,2026-08-03,136,8,True,13.5,39.8,43.3,369.4,False,0,False,False,False,False,False,False,False,0,0,
E000293,Delhi,2026-08-10,137,8,True,0.0,29.9,35.9,165.3,False,0,False,False,False,False,False,False,False,0,0,
E000294,Delhi,2026-08-17,138,8,True,0.0,38.1,41.9,263.4,False,0,False,False,False,False,False,False,False,0,0,
E000295,Delhi,2026-08-24,139,8,True,49.5,32.2,38.3,289.4,False,0,False,False,False,False,False,False,False,0,0,
E000296,Delhi,2026-08-31,140,8,True,0.0,32.8,40.1,157.3,False,0,False,False,False,False,False,False,False,0,0,
E000297,Delhi,2026-09-07,141,9,True,0.0,27.7,30.7,327.8,False,0,False,False,False,False,False,False,False,0,0,
E000298,Delhi,2026-09-14,142,9,True,52.9,26.3,29.9,252.6,False,0,False,False,False,False,False,False,False,0,0,
E000299,Delhi,2026-09-21,143,9,True,0.0,29.1,34.3,186.7,False,0,False,False,False,False,False,False,False,0,0,
E000300,Delhi,2026-09-28,144,9,True,0.0,34.9,38.5,263.1,False,0,False,False,False,False,False,False,False,0,0,
E000301,Delhi,2026-10-05,145,10,True,75.1,29.5,37.3,259.4,False,0,False,True,False,False,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000302,Delhi,2026-10-12,146,10,True,40.1,26.5,29.9,81.9,False,0,False,False,False,False,False,False,False,0,0,
E000303,Delhi,2026-10-19,147,10,True,0.0,32.7,36.7,334.1,False,0,False,False,False,False,False,False,False,0,0,
E000304,Delhi,2026-10-26,148,10,True,0.0,31.4,36.4,228.0,False,0,False,False,False,False,False,False,False,0,0,
E000305,Delhi,2026-11-02,149,11,False,0.0,28.9,38.3,440.6,False,0,False,False,False,True,False,False,True,8,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000306,Delhi,2026-11-09,150,11,False,0.0,26.3,28.9,584.4,False,0,False,False,False,True,False,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000307,Delhi,2026-11-16,151,11,False,0.0,24.9,30.0,408.3,False,0,False,False,False,True,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000308,Delhi,2026-11-23,152,11,False,0.0,23.4,29.7,525.8,False,0,False,False,False,True,False,False,True,11,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000309,Delhi,2026-11-30,153,11,False,0.0,28.8,31.8,435.3,False,0,False,False,False,True,False,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000310,Delhi,2026-12-07,154,12,False,5.2,23.2,32.7,482.9,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000311,Delhi,2026-12-14,155,12,False,0.0,22.9,28.3,584.4,False,0,False,False,False,True,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000312,Delhi,2026-12-21,156,12,False,0.0,26.6,35.2,650.9,False,0,False,False,False,True,False,False,True,7,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000313,Mumbai,2024-01-01,1,1,False,0.0,25.2,31.7,187.1,False,0,False,False,False,False,False,False,False,0,0,
