claim_id,policy_id,worker_id,event_id,city,zone_id,claim_date,week_number,trigger_type,rainfall_mm,aqi_value,temperature,curfew_imposed,disrupted_hours,gps_in_affected_zone,gps_spoof_detected,delivery_activity_detected,duplicate_claim,eligibility_passed,new_registration_fraud,abnormal_claim_freq,fraud_risk_score,is_fraud_ground_truth,claim_status,payout_amount,processing_time_mins,n_platforms_verified,weekly_earnings_avg,premium_paid
C0001382,P0012621,W000825,E001130,Ahmedabad,Z0095,2024-09-16,38,Rain,130.7,103.8,32.6,False,7,True,False,False,False,True,False,False,0.0476,False,Auto_Approved,329.05,5.9,1,1645.23,72.4
C0001383,P0012654,W000827,E000002,Chennai,Z0001,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0604,False,Auto_Approved,357.01,6.4,2,4284.14,189.04
C0001384,P0012671,W000827,E000019,Chennai,Z0001,2024-05-06,19,Rain|Flood,73.7,92.6,33.0,False,7,True,False,False,False,True,False,False,0.039,False,Auto_Approved,624.77,6.3,2,4284.14,187.38
C0001385,P0012690,W000829,E000157,Delhi,Z0014,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.027,False,Auto_Approved,408.98,6.8,2,2044.89,96.28
C0001386,P0012692,W000831,E000157,Delhi,Z0015,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0368,False,Auto_Approved,850.91,8.0,2,7526.69,200.0
C0001387,P0012693,W000831,E000158,Delhi,Z0015,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0176,False,Auto_Approved,309.42,11.8,2,7526.69,200.0
C0001388,P0012695,W000831,E000160,Delhi,Z0015,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0393,False,Auto_Approved,773.55,7.3,2,7526.69,200.0
C0001389,P0012696,W000831,E000161,Delhi,Z0015,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0672,False,Auto_Approved,773.55,9.5,2,7526.69,200.0
C0001390,P0012699,W000832,E000938,Kolkata,Z0082,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0392,False,Auto_Approved,299.7,5.4,3,1798.23,80.73
C0001391,P0012701,W000832,E000940,Kolkata,Z0082,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0348,False,Auto_Approved,204.34,4.5,3,1798.23,80.78
C0001392,P0012714,W000832,E000953,Kolkata,Z0082,2024-04-22,17,Curfew,38.8,128.3,25.5,True,19,True,False,False,False,True,False,False,0.0564,False,Auto_Approved,299.7,2.2,3,1798.23,75.02
C0001393,P0012747,W000833,E000807,Pune,Z0076,2024-07-01,27,Rain|Flood,81.4,72.0,37.3,False,8,True,False,False,False,True,False,False,0.0457,False,Auto_Approved,293.07,11.7,2,1465.35,67.27
C0001394,P0012755,W000833,E000815,Pune,Z0076,2024-08-26,35,Rain,185.8,60.3,32.0,False,9,True,False,False,False,True,False,False,0.0763,False,Auto_Approved,293.07,2.6,2,1465.35,68.26
C0001395,P0012772,W000837,E000157,Delhi,Z0024,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0375,False,Auto_Approved,765.44,4.6,1,3827.19,178.16
C0001396,P0012830,W000842,E000157,Delhi,Z0024,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0773,False,Auto_Approved,701.85,2.2,2,3509.25,151.89
C0001397,P0012832,W000842,E000159,Delhi,Z0024,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0449,False,Auto_Approved,701.85,11.5,2,3509.25,150.82
C0001398,P0012833,W000842,E000160,Delhi,Z0024,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0461,False,Auto_Approved,701.85,9.1,2,3509.25,156.18
C0001399,P0012834,W000842,E000161,Delhi,Z0024,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0427,False,Auto_Approved,701.85,7.6,2,3509.25,162.58
C0001400,P0012835,W000842,E000162,Delhi,Z0024,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0298,False,Auto_Approved,701.85,11.7,2,3509.25,150.52
C0001401,P0012837,W000842,E000164,Delhi,Z0024,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.018,False,Auto_Approved,701.85,7.4,2,3509.25,153.58
C0001402,P0012838,W000842,E000165,Delhi,Z0024,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0753,False,Auto_Approved,701.85,4.3,2,3509.25,156.51
C0001403,P0012853,W000842,E000180,Delhi,Z0024,2024-06-10,24,Curfew,47.1,251.2,31.5,True,13,True,False,False,False,True,False,False,0.008,False,Auto_Approved,701.85,3.7,2,3509.25,179.57
C0001404,P0012860,W000842,E000187,Delhi,Z0024,2024-07-29,31,Rain|Flood,71.0,231.9,31.9,False,7,True,False,False,False,True,False,False,0.0158,False,Auto_Approved,614.12,10.1,2,3509.25,164.69
C0001405,P0012889,W000844,E000639,Hyderabad,Z0063,2024-04-08,15,Rain,75.7,64.9,31.8,False,5,True,False,False,False,True,False,False,0.049,False,Auto_Approved,309.08,6.8,1,2163.56,89.03
C0001406,P0012900,W000848,E000158,Delhi,Z0022,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0233,False,Auto_Approved,376.81,7.3,1,2091.29,88.74
C0001407,P0012901,W000848,E000159,Delhi,Z0022,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,False,False,False,False,True,False,False,0.211,True,Auto_Approved,697.1,3.3,1,2091.29,93.23
C0001408,P0012906,W000848,E000164,Delhi,Z0022,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0797,False,Auto_Approved,697.1,5.9,1,2091.29,98.45
C0001409,P0012907,W000848,E000165,Delhi,Z0022,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0621,False,Auto_Approved,697.1,3.9,1,2091.29,89.78
C0001410,P0012914,W000848,E000172,Delhi,Z0022,2024-04-15,16,AQI,0.0,416.5,30.3,False,6,True,False,False,False,True,False,False,0.0068,False,Auto_Approved,565.21,2.4,1,2091.29,79.72
C0001411,P0012963,W000852,E000002,Chennai,Z0096,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0144,False,Auto_Approved,380.3,8.0,4,4506.61,183.02
C0001412,P0012990,W000855,E000157,Delhi,Z0014,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0353,False,Auto_Approved,487.48,9.5,1,2924.9,135.35
C0001413,P0012992,W000855,E000159,Delhi,Z0014,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.03,False,Auto_Approved,487.48,2.5,1,2924.9,137.81
C0001414,P0012994,W000856,E000002,Chennai,Z0005,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0688,False,Auto_Approved,290.62,3.1,4,1743.73,68.0
C0001415,P0012996,W000857,E000157,Delhi,Z0016,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0667,False,Auto_Approved,827.4,4.4,2,4964.43,200.0
C0001416,P0012997,W000857,E000158,Delhi,Z0016,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0653,False,Auto_Approved,418.94,4.0,2,4964.43,200.0
C0001417,P0012998,W000857,E000159,Delhi,Z0016,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0633,False,Auto_Approved,827.4,6.2,2,4964.43,200.0
C0001418,P0012999,W000857,E000160,Delhi,Z0016,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0518,False,Auto_Approved,827.4,2.6,2,4964.43,200.0
C0001419,P0013000,W000857,E000161,Delhi,Z0016,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0642,False,Auto_Approved,827.4,11.3,2,4964.43,200.0
C0001420,P0013001,W000857,E000162,Delhi,Z0016,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0273,False,Auto_Approved,827.4,3.3,2,4964.43,200.0
C0001421,P0013003,W000858,E001093,Ahmedabad,Z0089,2024-01-01,1,Curfew,0.0,258.7,25.2,True,21,True,False,False,False,True,False,False,0.0222,False,Auto_Approved,292.04,6.3,2,1460.22,62.77
C0001422,P0013021,W000858,E001111,Ahmedabad,Z0089,2024-05-06,19,Rain|Flood,168.7,133.8,29.4,False,7,True,False,False,False,True,False,False,0.0096,False,Auto_Approved,292.04,2.3,2,1460.22,58.45
C0001423,P0013030,W000858,E001120,Ahmedabad,Z0089,2024-07-08,28,Rain|Flood,74.3,65.1,36.4,False,6,True,False,False,False,True,False,False,0.0369,False,Auto_Approved,292.04,5.2,2,1460.22,72.15
C0001424,P0013031,W000858,E001121,Ahmedabad,Z0089,2024-07-15,29,Curfew,0.0,96.6,31.6,True,10,True,False,False,False,True,False,False,0.0514,True,Auto_Approved,292.04,5.0,2,1460.22,74.96
C0001425,P0013035,W000858,E001125,Ahmedabad,Z0089,2024-08-12,33,Rain,89.7,97.9,29.6,False,6,True,False,False,False,True,False,False,0.0602,False,Auto_Approved,292.04,10.0,2,1460.22,76.0
C0001426,P0013066,W000859,E000938,Kolkata,Z0079,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0487,False,Auto_Approved,300.42,3.4,3,1802.53,86.94
C0001427,P0013096,W000859,E000968,Kolkata,Z0079,2024-08-05,32,Rain,88.0,156.8,33.5,False,6,True,False,False,False,True,False,False,0.0792,False,Auto_Approved,300.42,3.1,3,1802.53,116.43
C0001428,P0013116,W000859,E000988,Kolkata,Z0079,2024-12-23,52,Curfew,0.0,285.1,26.2,True,7,True,False,False,False,True,False,False,0.0463,False,Auto_Approved,300.42,7.2,3,1802.53,87.9
C0001429,P0013121,W000859,E000993,Kolkata,Z0079,2025-01-27,57,Curfew,0.0,282.5,22.1,True,7,True,False,True,False,True,False,False,0.198,True,Auto_Approved,300.42,8.4,3,1802.53,87.01
C0001430,P0013153,W000861,E000639,Hyderabad,Z0069,2024-04-08,15,Rain,75.7,64.9,31.8,False,5,True,False,False,False,True,False,False,0.0554,False,Auto_Approved,490.43,10.1,2,2746.43,91.57
C0001431,P0013185,W000863,E000639,Hyderabad,Z0066,2024-04-08,15,Rain,75.7,64.9,31.8,False,5,True,False,False,False,True,False,False,0.0686,False,Auto_Approved,542.96,4.6,2,4235.05,161.15
C0001432,P0013217,W000864,E000019,Chennai,Z0008,2024-05-06,19,Rain|Flood,73.7,92.6,33.0,False,7,True,False,False,False,True,False,False,0.0409,False,Auto_Approved,617.34,9.4,4,3395.35,138.11
C0001433,P0013226,W000865,E000161,Delhi,Z0019,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0226,False,Auto_Approved,253.62,7.2,1,1521.7,74.56
C0001434,P0013227,W000865,E000162,Delhi,Z0019,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,False,False,False,False,True,False,False,0.2366,True,Auto_Approved,253.62,7.1,1,1521.7,75.1
C0001435,P0013229,W000865,E000164,Delhi,Z0019,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0319,False,Auto_Approved,253.62,11.0,1,1521.7,76.93
C0001436,P0013232,W000865,E000167,Delhi,Z0019,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.0489,False,Auto_Approved,253.62,5.1,1,1521.7,62.22
C0001437,P0013239,W000865,E000174,Delhi,Z0019,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,False,0.0695,False,Auto_Approved,253.62,8.4,1,1521.7,64.55
C0001438,P0013245,W000865,E000180,Delhi,Z0019,2024-06-10,24,Curfew,47.1,251.2,31.5,True,13,True,False,False,False,True,False,False,0.0195,False,Auto_Approved,253.62,10.8,1,1521.7,85.45
C0001439,P0013246,W000866,E000157,Delhi,Z0098,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,True,0.2011,False,Auto_Approved,519.41,4.9,3,2597.04,131.85
C0001440,P0013247,W000866,E000158,Delhi,Z0098,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,True,0.1991,False,Auto_Approved,432.84,9.9,3,2597.04,131.32
C0001441,P0013248,W000866,E000159,Delhi,Z0098,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,True,0.2403,False,Auto_Approved,519.41,10.6,3,2597.04,126.9
C0001442,P0013250,W000866,E000161,Delhi,Z0098,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,True,0.2011,False,Auto_Approved,519.41,7.1,3,2597.04,130.8
C0001443,P0013251,W000866,E000162,Delhi,Z0098,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,True,0.1806,False,Auto_Approved,519.41,6.5,3,2597.04,127.23
C0001444,P0013253,W000866,E000164,Delhi,Z0098,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,True,0.1993,False,Auto_Approved,519.41,2.4,3,2597.04,126.33
C0001445,P0013254,W000866,E000165,Delhi,Z0098,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,True,0.2222,False,Auto_Approved,519.41,5.0,3,2597.04,129.55
C0001446,P0013256,W000866,E000167,Delhi,Z0098,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,False,True,False,True,True,False,True,0.7351,True,Auto_Approved,519.41,5.6,3,2597.04,97.52
C0001447,P0013261,W000866,E000172,Delhi,Z0098,2024-04-15,16,AQI,0.0,416.5,30.3,False,6,True,False,False,False,True,False,True,0.1815,False,Auto_Approved,519.41,9.0,3,2597.04,105.36
C0001448,P0013263,W000866,E000174,Delhi,Z0098,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,True,0.2018,False,Auto_Approved,519.41,9.5,3,2597.04,103.74
C0001449,P0013269,W000866,E000180,Delhi,Z0098,2024-06-10,24,Curfew,47.1,251.2,31.5,True,13,False,True,False,False,True,False,True,0.9028,True,Auto_Rejected,0.0,11.5,3,2597.04,138.05
C0001450,P0013272,W000867,E000938,Kolkata,Z0081,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0609,False,Auto_Approved,409.96,2.6,2,2698.88,135.34
C0001451,P0013322,W000873,E000159,Delhi,Z0028,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,True,0.1939,False,Auto_Approved,401.19,3.1,2,1203.57,63.07
C0001452,P0013328,W000873,E000165,Delhi,Z0028,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,True,0.2193,False,Auto_Approved,401.19,9.9,2,1203.57,64.94
C0001453,P0013335,W000873,E000172,Delhi,Z0028,2024-04-15,16,AQI,0.0,416.5,30.3,False,6,True,False,False,False,True,False,True,0.2254,False,Auto_Approved,401.19,2.6,2,1203.57,50.03
C0001454,P0013337,W000873,E000174,Delhi,Z0028,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,True,0.207,False,Auto_Approved,401.19,3.2,2,1203.57,49.87
C0001455,P0013353,W000874,E000318,Mumbai,Z0035,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,False,0.0147,False,Auto_Approved,680.0,4.6,3,4454.03,189.4
C0001456,P0013378,W000877,E000157,Delhi,Z0013,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0209,False,Auto_Approved,634.4,4.9,1,2537.62,114.21
C0001457,P0013379,W000878,E000157,Delhi,Z0016,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0728,False,Auto_Approved,761.89,2.7,1,3809.46,172.51
C0001458,P0013380,W000878,E000158,Delhi,Z0016,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,False,False,False,True,True,False,False,0.8662,True,Flagged_Manual_Review,0.0,4.7,1,3809.46,184.88
C0001459,P0013383,W000878,E000161,Delhi,Z0016,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0542,False,Auto_Approved,761.89,4.7,1,3809.46,184.86
C0001460,P0013386,W000878,E000164,Delhi,Z0016,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0687,False,Auto_Approved,761.89,5.5,1,3809.46,175.89
C0001461,P0013387,W000878,E000165,Delhi,Z0016,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0297,False,Auto_Approved,761.89,10.9,1,3809.46,181.42
C0001462,P0013389,W000878,E000167,Delhi,Z0016,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.0732,False,Auto_Approved,743.31,8.3,1,3809.46,150.68
C0001463,P0013396,W000878,E000174,Delhi,Z0016,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,False,0.0062,False,Auto_Approved,743.31,2.5,1,3809.46,149.14
C0001464,P0013402,W000878,E000180,Delhi,Z0016,2024-06-10,24,Curfew,47.1,251.2,31.5,True,13,False,True,True,False,True,False,False,0.7643,True,Flagged_Manual_Review,0.0,7.8,1,3809.46,192.4
C0001465,P0013432,W000879,E000498,Bengaluru,Z0059,2024-07-22,30,Rain,87.5,62.9,31.0,False,9,True,False,False,False,True,False,False,0.0042,False,Auto_Approved,879.81,3.2,3,4399.03,200.0
C0001466,P0013438,W000879,E000504,Bengaluru,Z0059,2024-09-02,36,Rain,64.5,63.0,24.7,False,9,True,False,False,False,True,False,False,0.0672,True,Auto_Approved,879.81,2.4,3,4399.03,200.0
C0001467,P0013440,W000880,E000938,Kolkata,Z0084,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0293,False,Auto_Approved,279.54,3.1,1,1118.16,45.97
C0001468,P0013453,W000882,E000002,Chennai,Z0011,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0098,False,Auto_Approved,300.21,3.2,1,3062.1,128.92
C0001469,P0013460,W000883,E000002,Chennai,Z0007,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0243,False,Auto_Approved,209.9,9.9,1,839.61,35.38
C0001470,P0013474,W000884,E001093,Ahmedabad,Z0093,2024-01-01,1,Curfew,0.0,258.7,25.2,True,21,True,False,False,False,True,False,False,0.0406,False,Auto_Approved,275.16,4.5,1,1375.79,52.14
C0001471,P0013485,W000885,E000938,Kolkata,Z0084,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.008,False,Auto_Approved,215.11,4.5,1,1505.79,65.52
C0001472,P0013487,W000885,E000940,Kolkata,Z0084,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0456,False,Auto_Approved,201.67,10.5,1,1505.79,70.5
C0001473,P0013495,W000885,E000948,Kolkata,Z0084,2024-03-18,12,Curfew,0.0,179.0,20.0,True,22,True,False,False,False,True,False,False,0.0528,False,Auto_Approved,215.11,3.9,1,1505.79,65.32
C0001474,P0013514,W000886,E000019,Chennai,Z0001,2024-05-06,19,Rain|Flood,73.7,92.6,33.0,False,7,True,False,False,False,True,False,False,0.031,False,Auto_Approved,258.88,5.8,1,1035.52,44.07
C0001475,P0013517,W000887,E000002,Chennai,Z0010,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0587,False,Auto_Approved,310.05,6.2,3,2550.19,99.29
C0001476,P0013526,W000889,E000940,Kolkata,Z0105,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0552,False,Auto_Approved,216.21,11.0,1,2450.34,106.89
C0001477,P0013529,W000890,E001093,Ahmedabad,Z0089,2024-01-01,1,Curfew,0.0,258.7,25.2,True,21,True,False,False,False,True,False,False,0.078,False,Auto_Approved,649.35,7.1,1,2597.38,104.98
C0001478,P0013541,W000891,E000002,Chennai,Z0010,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0537,False,Auto_Approved,340.88,9.8,4,2121.96,85.98
C0001479,P0013556,W000893,E000157,Delhi,Z0018,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0624,False,Auto_Approved,586.74,10.3,2,2346.96,110.02
C0001480,P0013557,W000893,E000158,Delhi,Z0018,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0057,False,Auto_Approved,304.8,7.0,2,2346.96,107.75
C0001481,P0013558,W000893,E000159,Delhi,Z0018,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0767,False,Auto_Approved,586.74,5.0,2,2346.96,112.0
C0001482,P0013561,W000893,E000162,Delhi,Z0018,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0391,False,Auto_Approved,586.74,9.3,2,2346.96,116.02
C0001483,P0013563,W000893,E000164,Delhi,Z0018,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0599,False,Auto_Approved,586.74,4.8,2,2346.96,108.22
C0001484,P0013564,W000893,E000165,Delhi,Z0018,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0252,False,Auto_Approved,586.74,2.6,2,2346.96,107.5
C0001485,P0013586,W000897,E000158,Delhi,Z0028,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0297,False,Auto_Approved,309.55,7.4,1,4991.45,200.0
C0001486,P0013588,W000897,E000160,Delhi,Z0028,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0371,False,Auto_Approved,773.87,2.5,1,4991.45,200.0
C0001487,P0013589,W000897,E000161,Delhi,Z0028,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0707,False,Auto_Approved,773.87,4.2,1,4991.45,200.0
C0001488,P0013590,W000897,E000162,Delhi,Z0028,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0549,False,Auto_Approved,773.87,2.6,1,4991.45,200.0
C0001489,P0013592,W000897,E000164,Delhi,Z0028,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.051,False,Auto_Approved,773.87,8.7,1,4991.45,200.0
C0001490,P0013593,W000897,E000165,Delhi,Z0028,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0522,False,Auto_Approved,773.87,11.8,1,4991.45,200.0
C0001491,P0013595,W000897,E000167,Delhi,Z0028,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.0585,False,Auto_Approved,619.09,7.7,1,4991.45,200.0
C0001492,P0013602,W000897,E000174,Delhi,Z0028,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,False,0.0721,False,Auto_Approved,619.09,5.4,1,4991.45,200.0
C0001493,P0013620,W000900,E000318,Mumbai,Z0036,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,False,0.012,False,Auto_Approved,595.5,9.4,1,3821.1,170.47
C0001494,P0013653,W000902,E001093,Ahmedabad,Z0093,2024-01-01,1,Curfew,0.0,258.7,25.2,True,21,True,False,False,False,True,False,False,0.0759,False,Auto_Approved,704.37,2.9,2,4226.21,173.76
C0001495,P0013665,W000903,E000938,Kolkata,Z0085,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0383,False,Auto_Approved,493.7,8.3,1,3702.73,146.89
C0001496,P0013667,W000903,E000940,Kolkata,Z0085,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0564,False,Auto_Approved,246.85,6.1,1,3702.73,170.99
C0001497,P0013680,W000903,E000953,Kolkata,Z0085,2024-04-22,17,Curfew,38.8,128.3,25.5,True,19,True,False,False,False,True,False,False,0.0283,False,Auto_Approved,617.12,7.0,1,3702.73,140.79
C0001498,P0013701,W000904,E000639,Hyderabad,Z0067,2024-04-08,15,Rain,75.7,64.9,31.8,False,5,True,False,False,False,True,False,False,0.0755,False,Auto_Approved,516.69,4.9,3,5838.58,200.0
C0001499,P0013716,W000904,E000654,Hyderabad,Z0067,2024-07-22,30,Rain,69.5,87.5,32.2,False,8,True,False,False,False,True,False,False,0.07,False,Auto_Approved,826.7,11.0,3,5838.58,200.0
C0001500,P0013723,W000904,E000661,Hyderabad,Z0067,2024-09-09,37,Rain,135.7,83.8,35.9,False,7,True,False,False,False,True,False,False,0.0633,False,Auto_Approved,723.36,10.5,3,5838.58,200.0
C0001501,P0013730,W000904,E000668,Hyderabad,Z0067,2024-10-28,44,Rain,96.4,121.3,31.5,False,9,True,False,False,False,True,False,False,0.0624,False,Auto_Approved,930.04,2.9,3,5838.58,200.0
C0001502,P0013741,W000904,E000679,Hyderabad,Z0067,2025-01-13,55,Rain,193.9,159.0,19.6,False,7,True,False,False,False,True,False,False,0.0531,False,Auto_Approved,723.36,3.0,3,5838.58,200.0
C0001503,P0013750,W000905,E000318,Mumbai,Z0038,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,True,True,False,False,0.2554,True,Auto_Approved,674.61,2.6,3,3957.69,175.27
C0001504,P0013752,W000906,E000157,Delhi,Z0015,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0253,False,Auto_Approved,966.91,4.5,2,3867.64,187.91
C0001505,P0013753,W000906,E000158,Delhi,Z0015,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0676,False,Auto_Approved,465.98,6.6,2,3867.64,194.93
C0001506,P0013754,W000906,E000159,Delhi,Z0015,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0383,False,Auto_Approved,966.91,9.2,2,3867.64,184.95
C0001507,P0013755,W000906,E000160,Delhi,Z0015,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0611,False,Auto_Approved,966.91,2.4,2,3867.64,187.87
C0001508,P0013756,W000906,E000161,Delhi,Z0015,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0011,False,Auto_Approved,966.91,2.7,2,3867.64,177.44
C0001509,P0013757,W000906,E000162,Delhi,Z0015,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0534,False,Auto_Approved,966.91,6.3,2,3867.64,190.02
C0001510,P0013806,W000911,E000938,Kolkata,Z0099,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0773,False,Auto_Approved,377.06,11.6,2,3091.93,137.94
